序号;文件序号;文件名称;名称;位置;合同号;软件版本;修改日期;匹配;大小;类型;创建日期;最后访问日期;文件扩展名;行;文本
370;2;D:\24.工程设计备份\J江苏\2009年度\SZ092402-1龙源如东海上风电场一期综自\110505服务记录\后台\110505.龙源如东海上风电场一期综自设计更改单.xls;110505.龙源如东海上风电场一期综自设计更改单.xls;D:\24.工程设计备份\J江苏\2009年度\SZ092402-1龙源如东海上风电场一期综自\110505服务记录\后台\;SZ092402;;2016/11/28 10:52;2;56 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:41;2017/8/28 20:41;XLS;24;原版本号 PRS700-特殊-S-V3.01-090927 新版本号 PRS-700U-X-WF-V2.30-20110416
371;1;D:\24.工程设计备份\J江苏\2009年度\SZ092402-1龙源如东海上风电场一期综自\130524服务记录\后台\130524江苏龙源风电场通讯后台设计更改单.xls;130524江苏龙源风电场通讯后台设计更改单.xls;D:\24.工程设计备份\J江苏\2009年度\SZ092402-1龙源如东海上风电场一期综自\130524服务记录\后台\;SZ092402;;2016/11/28 10:52;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:41;2017/8/28 20:41;XLS;20;原版本号 PRS-700U-标准X(龙源如东风电P1)-S-V2.30-1212114 新版本号 PRS-700U-标准X(江苏如东龙源风电P2)-S-V2.3-130506
372;1;D:\24.工程设计备份\J江苏\2009年度\SZ092402-1龙源如东海上风电场一期综自\121214服务记录\后台\121214.龙源如东海上风电场设计更改单.xls;121214.龙源如东海上风电场设计更改单.xls;D:\24.工程设计备份\J江苏\2009年度\SZ092402-1龙源如东海上风电场一期综自\121214服务记录\后台\;SZ092402;;2016/11/28 10:52;2;116 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:41;2017/8/28 20:41;XLS;29;原版本号 PRS-700U-X-WF-V2.30-20110416 新版本号 PRS-700U-标准X(龙源如东风电P1)-S-V2.30-1212114
373;1;D:\24.工程设计备份\J江苏\2009年度\SZ092416-1淮安220kV淮宝变监控系统\101031服务记录\101031淮安220kV淮宝变监控系统工程设计更改单.xls;101031淮安220kV淮宝变监控系统工程设计更改单.xls;D:\24.工程设计备份\J江苏\2009年度\SZ092416-1淮安220kV淮宝变监控系统\101031服务记录\;SZ092416;;2016/11/28 10:52;4;48 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:44;2017/8/28 20:44;XLS;18;Unix服务器：PRS-700U-标准X(江苏淮宝变P1)-S-V2.00-20101015 隔五防配置工具：PRS-700U-标准(江苏淮宝变P1)-S-V2.00-20091210
374;2;D:\24.工程设计备份\J江苏\2009年度\SZ092416-1淮安220kV淮宝变监控系统\101031服务记录\101031淮安220kV淮宝变监控系统工程设计更改单.xls;101031淮安220kV淮宝变监控系统工程设计更改单.xls;D:\24.工程设计备份\J江苏\2009年度\SZ092416-1淮安220kV淮宝变监控系统\101031服务记录\;SZ092416;;2016/11/28 10:52;4;48 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:44;2017/8/28 20:44;XLS;23;原版本号 PRS-700U-标准X(晋中左权变P3)-S-V2.00-20100527.zip 新版本号 PRS-700U-标准X(江苏淮宝变P1)-S-V2.00-20101015
375;1;D:\24.工程设计备份\J江苏\2009年度\SZ092416-1淮安220kV淮宝变监控系统\00设计软件\xx变通讯及后台工程软件配置单(+).doc;xx变通讯及后台工程软件配置单(+).doc;D:\24.工程设计备份\J江苏\2009年度\SZ092416-1淮安220kV淮宝变监控系统\00设计软件\;SZ092416;;2016/11/28 10:52;1;55 KB;Microsoft Word 97 - 2003 文档;2017/8/28 20:44;2017/8/28 20:44;DOC;9;版本说明：PRS-700U-标准X(晋中左权变P3)-S-V2.00-20100527.zip
376;1;D:\24.工程设计备份\J江苏\2009年度\SZ092416-1淮安220kV淮宝变监控系统\110611服务记录\后台\110611淮安220kV淮宝变监控系统工程设计更改单.xls;110611淮安220kV淮宝变监控系统工程设计更改单.xls;D:\24.工程设计备份\J江苏\2009年度\SZ092416-1淮安220kV淮宝变监控系统\110611服务记录\后台\;SZ092416;;2016/11/28 10:52;3;56 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:44;2017/8/28 20:44;XLS;19;"Unix服务器：PRS-700U-X-WF-V2.30-20110525.zip"" 校验码"
377;2;D:\24.工程设计备份\J江苏\2009年度\SZ092416-1淮安220kV淮宝变监控系统\110611服务记录\后台\110611淮安220kV淮宝变监控系统工程设计更改单.xls;110611淮安220kV淮宝变监控系统工程设计更改单.xls;D:\24.工程设计备份\J江苏\2009年度\SZ092416-1淮安220kV淮宝变监控系统\110611服务记录\后台\;SZ092416;;2016/11/28 10:52;3;56 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:44;2017/8/28 20:44;XLS;23;原版本号 PRS-700U-标准X(江苏淮宝变P1)-S-V2.00-20101015 新版本号 PRS-700U-X-WF-V2.30-20110525.zip
378;1;D:\24.工程设计备份\J江苏\2009年度\SZ092416-1淮安220kV淮宝变监控系统\101031服务记录\后台\101031淮安220kV淮宝变监控系统工程设计更改单.xls;101031淮安220kV淮宝变监控系统工程设计更改单.xls;D:\24.工程设计备份\J江苏\2009年度\SZ092416-1淮安220kV淮宝变监控系统\101031服务记录\后台\;SZ092416;;2016/11/28 10:52;4;48 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:45;2017/8/28 20:45;XLS;18;Unix服务器：PRS-700U-标准X(江苏淮宝变P1)-S-V2.00-20101015 隔五防配置工具：PRS-700U-标准(江苏淮宝变P1)-S-V2.00-20091210
379;2;D:\24.工程设计备份\J江苏\2009年度\SZ092416-1淮安220kV淮宝变监控系统\101031服务记录\后台\101031淮安220kV淮宝变监控系统工程设计更改单.xls;101031淮安220kV淮宝变监控系统工程设计更改单.xls;D:\24.工程设计备份\J江苏\2009年度\SZ092416-1淮安220kV淮宝变监控系统\101031服务记录\后台\;SZ092416;;2016/11/28 10:52;4;48 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:45;2017/8/28 20:45;XLS;23;原版本号 PRS-700U-标准X(晋中左权变P3)-S-V2.00-20100527 新版本号 PRS-700U-标准X(江苏淮宝变P1)-S-V2.00-20101015
380;1;D:\24.工程设计备份\J江苏\2009年度\SZ092416-2淮安220kV水渡变监控系统\00设计软件\xx变通讯及后台工程软件配置单(+).doc;xx变通讯及后台工程软件配置单(+).doc;D:\24.工程设计备份\J江苏\2009年度\SZ092416-2淮安220kV水渡变监控系统\00设计软件\;SZ092416;;2016/11/28 10:52;1;55 KB;Microsoft Word 97 - 2003 文档;2017/8/28 20:46;2017/8/28 20:46;DOC;9;版本说明：PRS-700U-标准X(晋中左权变P3)-S-V2.00-20100527.zip
381;1;D:\24.工程设计备份\J江苏\2009年度\SZ092416-2淮安220kV水渡变监控系统\101031服务记录\后台\101031淮安220kV水渡变监控系统设计更改单.xls;101031淮安220kV水渡变监控系统设计更改单.xls;D:\24.工程设计备份\J江苏\2009年度\SZ092416-2淮安220kV水渡变监控系统\101031服务记录\后台\;SZ092416;;2016/11/28 10:52;4;48 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:46;2017/8/28 20:46;XLS;19;Unix服务器：PRS-700U-标准X(江苏水渡变P1)-S-V2.00-20101015 间隔五防配置工具：PRS-700U-标准(江苏水渡变P1)-S-V2.00-20091210
382;2;D:\24.工程设计备份\J江苏\2009年度\SZ092416-2淮安220kV水渡变监控系统\101031服务记录\后台\101031淮安220kV水渡变监控系统设计更改单.xls;101031淮安220kV水渡变监控系统设计更改单.xls;D:\24.工程设计备份\J江苏\2009年度\SZ092416-2淮安220kV水渡变监控系统\101031服务记录\后台\;SZ092416;;2016/11/28 10:52;4;48 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:46;2017/8/28 20:46;XLS;24;原版本号 PRS-700U-标准X(晋中左权变P3)-S-V2.00-20100527.zip 新版本号 PRS-700U-标准X(江苏水渡变P1)-S-V2.00-20101015
270;1;D:\24.工程设计备份\H河南\2009年度\SZ092425平顶山建设变综自\20100907服务记录\后台\设计更改单.xls;设计更改单.xls;D:\24.工程设计备份\H河南\2009年度\SZ092425平顶山建设变综自\20100907服务记录\后台\;SZ092425;;2016/11/28 11:55;3;72 KB;Microsoft Excel 97-2003 工作表;2017/8/29 4:11;2017/8/29 4:11;XLS;18;"后台安装程序：\\dazx\GC\通讯后台\后台软件\PRS700U后台监控程序\特殊程序\河北\唐山\110KV税东变PRS-700U-标准X(唐山税东变P3)-S-V2.10-20100415.zip"" 校验码"
271;2;D:\24.工程设计备份\H河南\2009年度\SZ092425平顶山建设变综自\20100907服务记录\后台\设计更改单.xls;设计更改单.xls;D:\24.工程设计备份\H河南\2009年度\SZ092425平顶山建设变综自\20100907服务记录\后台\;SZ092425;;2016/11/28 11:55;3;72 KB;Microsoft Excel 97-2003 工作表;2017/8/29 4:11;2017/8/29 4:11;XLS;22;原版本号 PRS-700U-标准X(辽源开发变P2)-S-V2.00-20091224.zip 新版本号 110KV税东变PRS-700U-标准X(唐山税东变P3)-S-V2.10-20100415.zip
18;1;D:\24.工程设计备份\B北京\2009年度\SZ092437-1崔各庄变综自\00设计软件\xx变通讯及后台工程软件配置单(+).doc;xx变通讯及后台工程软件配置单(+).doc;D:\24.工程设计备份\B北京\2009年度\SZ092437-1崔各庄变综自\00设计软件\;SZ092437;;2016/11/24 15:56;1;51 KB;Microsoft Word 97 - 2003 文档;2017/8/29 3:36;2017/8/29 3:36;DOC;9;版本说明：PRS-700U-北京S(杏石口变P2)-S-V1.41-20090618
19;1;D:\24.工程设计备份\B北京\2009年度\SZ092437-1崔各庄变综自\100823服务记录\后台\100823.北京110kV崔各庄变设计更改单.xls;100823.北京110kV崔各庄变设计更改单.xls;D:\24.工程设计备份\B北京\2009年度\SZ092437-1崔各庄变综自\100823服务记录\后台\;SZ092437;;2016/11/24 15:56;3;77 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:34;2017/8/29 3:34;XLS;17;"110kV崔各庄\PRS-700U-北京S(110kV崔各庄变P4)-S-V2.2-20100818.rar"" 校验码"
20;2;D:\24.工程设计备份\B北京\2009年度\SZ092437-1崔各庄变综自\100823服务记录\后台\100823.北京110kV崔各庄变设计更改单.xls;100823.北京110kV崔各庄变设计更改单.xls;D:\24.工程设计备份\B北京\2009年度\SZ092437-1崔各庄变综自\100823服务记录\后台\;SZ092437;;2016/11/24 15:56;3;77 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:34;2017/8/29 3:34;XLS;21;原版本号 PRS-700U-北京S(110kV崔各庄变P3)-S-V2.2-20100531 新版本号 PRS-700U-北京S(110kV崔各庄变P4)-S-V2.2-20100818
21;1;D:\24.工程设计备份\B北京\2009年度\SZ092437-1崔各庄变综自\130827服务记录\后台\130827北京110kV崔各庄变通讯后台工程设计更改单.xls;130827北京110kV崔各庄变通讯后台工程设计更改单.xls;D:\24.工程设计备份\B北京\2009年度\SZ092437-1崔各庄变综自\130827服务记录\后台\;SZ092437;;2016/11/24 15:56;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:35;2017/8/29 3:35;XLS;26;原版本号 PRS-700U-北京S(110kV崔各庄变P4)-S-V2.2-20100818 新版本号 PRS-700U-北京S(110kV崔各庄变P5)-S-V2.2-130302
473;1;D:\24.工程设计备份\N宁夏\2009年度\SZ092492银川220kV东山变综自\00设计软件\xx变通讯及后台工程软件配置单(+).doc;xx变通讯及后台工程软件配置单(+).doc;D:\24.工程设计备份\N宁夏\2009年度\SZ092492银川220kV东山变综自\00设计软件\;SZ092492;;2016/11/28 14:44;1;55 KB;Microsoft Word 97 - 2003 文档;2017/8/28 18:55;2017/8/28 18:55;DOC;9;版本说明：PRS-700U-标准X(晋中左权变P2)-S-V2.00-20100303.gz
22;1;D:\24.工程设计备份\B北京\2010年度\SZ100012-1通州纪庄变综自\00设计软件\xx变通讯及后台工程软件配置单(+).doc;xx变通讯及后台工程软件配置单(+).doc;D:\24.工程设计备份\B北京\2010年度\SZ100012-1通州纪庄变综自\00设计软件\;SZ100012;;2016/11/24 15:56;1;52 KB;Microsoft Word 97 - 2003 文档;2017/8/29 3:36;2017/8/29 3:36;DOC;9;版本说明：PRS-700U-北京S(110kV崔各庄变P5)-S-V2.2-20100826.zip
210;1;D:\24.工程设计备份\H河北\2010年度\SZ100016-1承德220kV都山变监控系统\00设计软件\xx变通讯及后台工程软件配置单(+).doc;xx变通讯及后台工程软件配置单(+).doc;D:\24.工程设计备份\H河北\2010年度\SZ100016-1承德220kV都山变监控系统\00设计软件\;SZ100016;;2016/11/25 10:33;2;53 KB;Microsoft Word 97 - 2003 文档;2017/8/28 19:36;2017/8/28 19:36;DOC;9;版本说明：PRS-700U-标准X(晋中左权变P3)-S-V2.00-20100527.zip
211;2;D:\24.工程设计备份\H河北\2010年度\SZ100016-1承德220kV都山变监控系统\00设计软件\xx变通讯及后台工程软件配置单(+).doc;xx变通讯及后台工程软件配置单(+).doc;D:\24.工程设计备份\H河北\2010年度\SZ100016-1承德220kV都山变监控系统\00设计软件\;SZ100016;;2016/11/25 10:33;2;53 KB;Microsoft Word 97 - 2003 文档;2017/8/28 19:36;2017/8/28 19:36;DOC;20;版本说明：PRS-700U-标准X(晋中左权变P3)-S-V2.00-20100527.zip
212;1;D:\24.工程设计备份\H河北\2010年度\SZ100016-1承德220kV都山变监控系统\110419服务记录\后台\20110419.承德220kV都山变监控系统设计更改单.xls;20110419.承德220kV都山变监控系统设计更改单.xls;D:\24.工程设计备份\H河北\2010年度\SZ100016-1承德220kV都山变监控系统\110419服务记录\后台\;SZ100016;;2016/11/25 10:33;3;56 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:37;2017/8/28 19:37;XLS;22;"Unix服务器：PRS-700U-标准X-(P2)-V2.30-20110411.zip"" 校验码"
213;2;D:\24.工程设计备份\H河北\2010年度\SZ100016-1承德220kV都山变监控系统\110419服务记录\后台\20110419.承德220kV都山变监控系统设计更改单.xls;20110419.承德220kV都山变监控系统设计更改单.xls;D:\24.工程设计备份\H河北\2010年度\SZ100016-1承德220kV都山变监控系统\110419服务记录\后台\;SZ100016;;2016/11/25 10:33;3;56 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:37;2017/8/28 19:37;XLS;26;原版本号 PRS-700U-标准X(晋中左权变P3)-S-V2.00-20100527 新版本号 PRS-700U-标准X-(P2)-V2.30-20110411
220;1;D:\24.工程设计备份\H河北\2010年度\SZ100016-1承德220kV都山变监控系统\120402服务记录\后台\20120402河北承德都山变设计更改单.xls;20120402河北承德都山变设计更改单.xls;D:\24.工程设计备份\H河北\2010年度\SZ100016-1承德220kV都山变监控系统\120402服务记录\后台\;SZ100016;;2016/11/25 10:33;2;116 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:36;2017/8/28 19:36;XLS;23;原版本号 PRS-700U-标准X-(P2)-V2.30-20110411 新版本号 PRS-700U-特殊X(河北承德都山变P1)-S-V3.0-120327.zip
221;1;D:\24.工程设计备份\H河北\2010年度\SZ100016-1承德220kV都山变监控系统\120619服务记录\后台\120619河北承德220kV都山变监控系统设计更改单.xls;120619河北承德220kV都山变监控系统设计更改单.xls;D:\24.工程设计备份\H河北\2010年度\SZ100016-1承德220kV都山变监控系统\120619服务记录\后台\;SZ100016;;2016/11/25 10:33;3;112 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:36;2017/8/28 19:36;XLS;22;"附件：PRS-700U-标准X(河北承德都山变P2)-S-V3.00-120618.zip"" 校验码"
222;2;D:\24.工程设计备份\H河北\2010年度\SZ100016-1承德220kV都山变监控系统\120619服务记录\后台\120619河北承德220kV都山变监控系统设计更改单.xls;120619河北承德220kV都山变监控系统设计更改单.xls;D:\24.工程设计备份\H河北\2010年度\SZ100016-1承德220kV都山变监控系统\120619服务记录\后台\;SZ100016;;2016/11/25 10:33;3;112 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:36;2017/8/28 19:36;XLS;26;原版本号 PRS-700U-特殊X(河北承德都山变P1)-S-V3.0-120327 新版本号 PRS-700U-标准X(河北承德都山变P2)-S-V3.00-120618
214;1;D:\24.工程设计备份\H河北\2010年度\SZ100017-1廊坊220kV柳泉变监控系统\00设计软件\xx变通讯及后台工程软件配置单(+).doc;xx变通讯及后台工程软件配置单(+).doc;D:\24.工程设计备份\H河北\2010年度\SZ100017-1廊坊220kV柳泉变监控系统\00设计软件\;SZ100017;;2016/11/25 10:33;2;53 KB;Microsoft Word 97 - 2003 文档;2017/8/28 19:35;2017/8/28 19:35;DOC;9;版本说明： PRS-700U-标准X(唐山税东变P3)-S-V2.10-20100415.zip
215;2;D:\24.工程设计备份\H河北\2010年度\SZ100017-1廊坊220kV柳泉变监控系统\00设计软件\xx变通讯及后台工程软件配置单(+).doc;xx变通讯及后台工程软件配置单(+).doc;D:\24.工程设计备份\H河北\2010年度\SZ100017-1廊坊220kV柳泉变监控系统\00设计软件\;SZ100017;;2016/11/25 10:33;2;53 KB;Microsoft Word 97 - 2003 文档;2017/8/28 19:35;2017/8/28 19:35;DOC;19;版本说明： PRS-700U-标准X(唐山税东变P3)-S-V2.10-20100415.zip
216;1;D:\24.工程设计备份\H河北\2010年度\SZ100017-1廊坊220kV柳泉变监控系统\110419服务记录\后台\20110419.廊坊220kV柳泉变监控系统设计更改单.xls;20110419.廊坊220kV柳泉变监控系统设计更改单.xls;D:\24.工程设计备份\H河北\2010年度\SZ100017-1廊坊220kV柳泉变监控系统\110419服务记录\后台\;SZ100017;;2016/11/25 10:33;3;56 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:35;2017/8/28 19:35;XLS;19;"Unix服务器：PRS-700U-标准X-(P2)-V2.30-20110411"" 校验码"
217;2;D:\24.工程设计备份\H河北\2010年度\SZ100017-1廊坊220kV柳泉变监控系统\110419服务记录\后台\20110419.廊坊220kV柳泉变监控系统设计更改单.xls;20110419.廊坊220kV柳泉变监控系统设计更改单.xls;D:\24.工程设计备份\H河北\2010年度\SZ100017-1廊坊220kV柳泉变监控系统\110419服务记录\后台\;SZ100017;;2016/11/25 10:33;3;56 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:35;2017/8/28 19:35;XLS;23;原版本号 PRS-700U-标准X(唐山税东变P3)-S-V2.10-20100415 新版本号 PRS-700U-标准X-(P2)-V2.30-20110411
218;1;D:\24.工程设计备份\H河北\2010年度\SZ100017-1廊坊220kV柳泉变监控系统\110609服务记录\后台\20110609.廊坊220kV柳泉变监控系统设计更改单.xls;20110609.廊坊220kV柳泉变监控系统设计更改单.xls;D:\24.工程设计备份\H河北\2010年度\SZ100017-1廊坊220kV柳泉变监控系统\110609服务记录\后台\;SZ100017;;2016/11/25 10:33;3;56 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:35;2017/8/28 19:35;XLS;18;"Unix服务器：PRS-700U-标准X-(P2)-V2.30-20110513"" 校验码"
219;2;D:\24.工程设计备份\H河北\2010年度\SZ100017-1廊坊220kV柳泉变监控系统\110609服务记录\后台\20110609.廊坊220kV柳泉变监控系统设计更改单.xls;20110609.廊坊220kV柳泉变监控系统设计更改单.xls;D:\24.工程设计备份\H河北\2010年度\SZ100017-1廊坊220kV柳泉变监控系统\110609服务记录\后台\;SZ100017;;2016/11/25 10:33;3;56 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:35;2017/8/28 19:35;XLS;22;原版本号 PRS-700U-标准X-(P2)-V2.30-20110411 新版本号 PRS-700U-标准X-(P2)-V2.30-20110513
